Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_1245915,20,130994847,TAF7L,22857,24821,24821,ILMN_222138,ILMN_222138,NM_028958.3,NM_028958.3,2606060435,74469
ILMN_1245918,15,79992060,MAP3K7IP1,14682,20192,20192,ILMN_219578,ILMN_219578,NM_025609.2,NM_025609.2,2105386412,66513
ILMN_1245924,18,4331864,MAP3K8,14685,22640,22640,ILMN_223688,ILMN_223688,NM_007746.2,NM_007746.2,2327172991,26410
ILMN_1245927,13,8804494,WDR37,24950,17847,17847,ILMN_191627,ILMN_191627,NM_172445.2,NM_172445.2,1787954728,207615
ILMN_1245950,14,32188348,SH3BP5,21307,18940,18940,ILMN_194603,ILMN_229419,NM_011894.2,NM_011894.2,1932282836,24056
ILMN_1245983,2,101467536,RAG2,19891,2554,2554,ILMN_219586,ILMN_219586,NM_009020.3,NM_009020.3,298732968,19374
ILMN_1245984,7,52309358,PRRG2,19401,10103,10103,ILMN_213189,ILMN_213189,NM_022999.1,NM_022999.1,1048898547,65116
ILMN_1245987,13,58497550,HNRNPK,12357,18376,18376,ILMN_213571,ILMN_213571,NM_025279.2,NM_025279.2,1837647784,15387
ILMN_1245994,20,71480118,FLNA,10583,24559,24559,ILMN_216551,ILMN_226234,NM_010227.2,NM_010227.2,2546545706,192176
ILMN_1245997,19,55993464,TCF7L2,23048,24077,24077,ILMN_212619,ILMN_212619,NM_009333.2,NM_009333.2,2469671622,21416
ILMN_1245998,6,31459341,MKLN1,15140,8114,8114,ILMN_210724,ILMN_210724,NM_013791.2,NM_013791.2,878481493,27418
ILMN_1246011,15,8040050,WDR70,1940,19677,19677,ILMN_215252,ILMN_228408,XM_978614.1,XM_978614.1,2033434402,545085
ILMN_1246017,18,61890470,AFAP1L1,3932,23075,23075,ILMN_219978,ILMN_219978,NM_178928.4,NM_178928.4,2384731597,106877
ILMN_1246018,16,17776989,KLHL22,1485,20818,20818,ILMN_196341,ILMN_196341,NM_145479.3,NM_145479.3,2146771315,224023
ILMN_1246027,17,74758631,SPAST,22255,22520,22520,ILMN_213510,ILMN_213510,NM_016962.1,NM_016962.1,2302222107,50850
ILMN_1246034,4,130014338,ZCCHC17,1605,5974,5974,ILMN_215124,ILMN_215124,NM_153160.3,NM_153160.3,668744111,619605
ILMN_1246044,6,92125726,MRPS25,15435,8706,8706,ILMN_210833,ILMN_210833,NM_025578.4,NM_025578.4,939147878,64658
ILMN_1246056,11,95706819,GNGT2,11472,16345,16345,ILMN_210524,ILMN_255264,NM_001038664.2,NM_001038664.2,1631448667,14710
ILMN_1246058,19,4192785,PPP1CA,19104,23305,23305,ILMN_209364,ILMN_209364,NM_031868.2,NM_031868.2,2417870943,19045
ILMN_1246060,4,88365635,KLHL9,6283,5422,5422,ILMN_209126,ILMN_209126,NM_172871.2,NM_172871.2,627095408,242521
ILMN_1246073,1,182868251,LEFTY1,13800,1350,1350,ILMN_221742,ILMN_221742,NM_010094.3,NM_010094.3,182868251,13590
ILMN_1246083,9,38623636,OLFR922,17723,12967,12967,ILMN_214440,ILMN_225290,NM_146781.1,NM_146781.1,1320086057,258777
ILMN_1246100,9,78484326,CD109,6783,13433,13433,ILMN_210899,ILMN_210899,NM_153098.2,NM_153098.2,1359946747,235505
ILMN_1246104,8,54672384,NEIL3,5612,11812,11812,ILMN_210020,ILMN_210020,NM_146208.1,NM_146208.1,1203803126,234258
ILMN_1246107,2,121761282,CASC4,8379,2811,2811,ILMN_211277,ILMN_243794,NM_199038.2,NM_199038.2,319026714,319996
ILMN_1246118,12,71348930,TRIM9,23943,17337,17337,ILMN_188426,ILMN_188426,NM_053167.2,NM_053167.2,1729104634,94090
ILMN_1246120,7,91801447,ZFAND6,25278,10426,10426,ILMN_220214,ILMN_220214,NM_022985.5,NM_022985.5,1088390636,65098
ILMN_1246123,9,87599219,TBX18,22977,13459,13459,ILMN_192017,ILMN_244890,NM_023814.3,NM_023814.3,1369061640,76365
ILMN_1246126,9,13609378,MTMR2,15562,12685,12685,ILMN_214939,ILMN_214939,NM_023858.2,NM_023858.2,1295071799,77116
ILMN_1246127,7,96656348,PRSS23,1127,10452,10452,ILMN_208752,ILMN_208752,NM_029614.3,NM_029614.3,1093245537,76453
ILMN_1246130,5,116455908,CIT,7308,7364,7364,ILMN_216857,ILMN_216857,NM_007708.3,NM_007708.3,810843801,12704
ILMN_1246138,4,18037719,MMP16,15205,4966,4966,ILMN_186946,ILMN_244520,NM_019724.2,NM_019724.2,556767492,17389
ILMN_1246139,3,31063160,CLDN11,7362,3731,3731,ILMN_220841,ILMN_220841,NM_008770.2,NM_008770.2,410188150,18417
ILMN_1246153,,,ERDR1,10078,25596,25596,ILMN_221931,ILMN_221931,NM_133362.2,NM_133362.2,0,170942
ILMN_1246165,12,104851729,PPP4R4,2795,17649,17649,ILMN_219923,ILMN_219923,NM_028980.2,NM_028980.2,1762607433,74521
ILMN_1246170,2,86594044,OLFR1090,16707,2301,2301,ILMN_217823,ILMN_217823,NM_146847.1,NM_146847.1,283859476,258844
ILMN_1246173,5,38212319,MSX1,15502,6790,6790,ILMN_223134,ILMN_223134,NM_010835.2,NM_010835.2,732600212,17701
ILMN_1246174,12,33935735,ATXN7L1,4986,17189,17189,ILMN_213772,ILMN_213772,NM_028139.3,NM_028139.3,1691691439,380753
ILMN_1246194,,,LOC667370,12685,25525,25433,ILMN_214979,ILMN_324889,XM_001480084.1,XM_001480084.1,0,667370
ILMN_1246201,17,25511366,CACNA1H,6394,21716,21716,ILMN_209455,ILMN_209455,NM_021415.3,NM_021415.3,2252974842,58226
ILMN_1246202,7,25507829,EG210155,15052,9660,9660,ILMN_222879,ILMN_247152,NM_177593.1,NM_177593.1,1022097018,210155
ILMN_1246216,2,147869230,FOXA2,10654,3080,3080,ILMN_209601,ILMN_209601,NM_010446.2,NM_010446.2,345134662,15376
ILMN_1246221,11,106679518,CCDC45,1913,16722,16722,ILMN_212608,ILMN_212608,NM_177088.2,NM_177088.2,1642421366,320162
ILMN_1246239,12,88032822,VASH1,10869,17537,17537,ILMN_213535,ILMN_213535,NM_177354.3,NM_177354.3,1745788526,238328
ILMN_1246249,1,44261248,4832428D23RIK,1926,239,239,ILMN_209353,ILMN_209353,NM_207281.3,NM_207281.3,44261248,403183
ILMN_1246251,14,64592051,4930578I06RIK,2209,19354,19354,ILMN_221851,ILMN_221851,scl45431.3_0,NM_026359.2,1964686539,
ILMN_1246260,1,60388240,NBEAL1,3192,359,359,ILMN_216873,ILMN_312023,NM_173444.2,NM_173444.2,60388240,269198
ILMN_1246265,17,28695799,CLPS,7450,21804,21804,ILMN_220484,ILMN_220484,NM_025469.2,NM_025469.2,2256159275,109791
ILMN_1246266,,,LOC100047815,6881,25158,25508,ILMN_218164,ILMN_310521,XM_001478920.1,XM_001478920.1,0,100047815
ILMN_1246284,20,143818145,IL13RA2,12813,24931,24931,ILMN_212526,ILMN_212526,NM_008356.2,NM_008356.2,2618883733,16165
ILMN_1246285,14,60249987,SHISA2,23524,19308,19308,ILMN_210850,ILMN_210850,NM_145463.4,NM_145463.4,1960344475,219134
ILMN_1246289,8,28308066,GOT1L1,708,11678,11678,ILMN_216790,ILMN_246505,NM_029674.1,NM_029674.1,1177438808,76615
ILMN_1246295,16,91689794,CRYZL1,7928,21358,21358,ILMN_214507,ILMN_214507,NM_133679.1,NM_133679.1,2220684120,66609
ILMN_1246298,5,68021938,ATP8A1,4953,6902,6902,ILMN_194810,ILMN_225880,NM_009727.2,NM_009727.2,762409831,11980
ILMN_1246305,8,14900234,CLN8,7439,11536,11536,ILMN_212948,ILMN_212948,scl026889.3_52,NM_012000.2,1164030976,
ILMN_1246321,3,107743941,GSTM6,11838,4532,4532,ILMN_196594,ILMN_196594,NM_008184.1,NM_008184.1,486868931,
ILMN_1246324,15,43698526,TMEM74,23547,19828,19828,ILMN_211758,ILMN_211758,NM_175502.3,NM_175502.3,2069092878,239408
ILMN_1246336,4,122999138,OXCT2A,17944,5831,5831,ILMN_219609,ILMN_219609,NM_022033.2,NM_022033.2,661728911,64059
ILMN_1246359,5,23289430,LOC100047009,6242,6554,6554,ILMN_210896,ILMN_323601,XR_033125.1,XR_033125.1,717677323,100047009
ILMN_1246378,18,37456895,PCDHB2,18189,22879,22879,ILMN_192022,ILMN_244339,NM_053127.2,NM_053127.2,2360298022,93873
ILMN_1246388,20,130627588,NOX1,16249,24812,24812,ILMN_209619,ILMN_209619,NM_172203.1,NM_172203.1,2605693176,237038
ILMN_1246390,8,23679914,LOC100045882,21548,11614,11614,ILMN_221594,ILMN_311768,XM_001475083.1,XM_001475083.1,1172810656,100045882
ILMN_1246392,2,127352973,PROM2,19355,2886,2886,ILMN_214759,ILMN_214759,NM_178047.3,NM_178047.3,324618405,192212
ILMN_1246403,9,52482563,AI593442,3992,13162,13162,ILMN_215023,ILMN_215023,NM_177907.2,NM_177907.2,1333944984,330941
ILMN_1246405,11,5867111,YKT6,25143,15085,15085,ILMN_219090,ILMN_219090,NM_019661.3,NM_019661.3,1541608959,56418
ILMN_1246407,17,37436533,OLFR101,16646,22138,22138,ILMN_209767,ILMN_209767,NM_146834.1,NM_146834.1,2264900009,258831
ILMN_1246419,12,25301821,GRHL1,23064,17132,17132,ILMN_214278,ILMN_214278,NM_145890.1,NM_145890.1,1683057525,195733
ILMN_1246429,19,10666918,DAK,5490,23552,23552,ILMN_210472,ILMN_210472,NM_145496.1,NM_145496.1,2424345076,225913
ILMN_1246435,16,56273396,IMPG2,12940,21184,21184,ILMN_214776,ILMN_214776,NM_174876.3,NM_174876.3,2185267722,224224
ILMN_1246450,13,21461578,ZSCAN12,25601,17930,17930,ILMN_187306,ILMN_187306,NM_016684.2,NM_016684.2,1800611812,22758
ILMN_1246452,12,81436912,WDR22,24939,17434,17434,ILMN_186513,ILMN_186513,scl42293.9_384,,1739192616,
ILMN_1246459,10,8442041,SASH1,20810,13887,13887,ILMN_210965,ILMN_210965,NM_175155.4,NM_175155.4,1414020634,70097
ILMN_1246460,2,102672655,CD44,6855,2572,2572,ILMN_188947,ILMN_245439,NM_001039150.1,NM_001039150.1,299938087,12505
ILMN_1246464,2,37341158,GPR21,11627,1958,1958,ILMN_216151,ILMN_216151,NM_177383.2,NM_177383.2,234606590,338346
ILMN_1246471,7,118199534,CTR9,21293,10916,10916,ILMN_222247,ILMN_222247,NM_009431.2,NM_009431.2,1114788723,22083
ILMN_1246473,17,47730661,CCND3,6732,22310,22310,ILMN_215635,ILMN_236513,NM_001081636.1,NM_001081636.1,2275194137,12445
ILMN_1246488,,,BRCC3,6287,25432,25340,ILMN_211926,ILMN_211926,NM_145956.3,NM_145956.3,0,210766
ILMN_1246495,7,116893556,TMEM9B,23565,10892,10892,ILMN_214538,ILMN_214538,NM_020050.1,NM_020050.1,1113482745,56786
ILMN_1246497,12,109566360,HHIPL1,13991,17703,17703,ILMN_197063,ILMN_253976,NM_001044380.1,NM_001044380.1,1767322064,214305
ILMN_1246498,1,166367275,NME7,16182,1130,1130,ILMN_212812,ILMN_212812,NM_138314.2,NM_138314.2,166367275,171567
ILMN_1246502,,,E330016A19RIK,9484,25584,25584,ILMN_221292,ILMN_221292,NM_173386.3,NM_173386.3,0,214763
ILMN_1246505,10,129512027,OLFR822,17642,14979,14979,ILMN_213940,ILMN_213940,NM_146671.1,NM_146671.1,1535090620,258666
ILMN_1246507,9,75159251,GNB5,11453,13391,13391,ILMN_210216,ILMN_210216,NM_010313.1,NM_010313.1,1356621672,14697
ILMN_1246508,4,106327419,PARS2,18106,5533,5533,ILMN_213236,ILMN_213236,NM_172272.2,NM_172272.2,645057192,230577
ILMN_1246517,6,129781288,KLRA17,13558,9087,9087,ILMN_214092,ILMN_237263,NM_133203.1,NM_133203.1,976803440,170733
ILMN_1246525,8,86194263,PKN1,18693,12068,12068,ILMN_195934,ILMN_256799,NM_177262.3,NM_177262.3,1235325005,320795
ILMN_1246541,15,78311211,IL2RB,12890,20118,20118,ILMN_209227,ILMN_209227,NM_008368.3,NM_008368.3,2103705563,16185
ILMN_1246558,11,96796508,ATAD4,5501,16376,16376,ILMN_188176,ILMN_258414,NM_146026.1,NM_146026.1,1632538356,217138
ILMN_1246560,19,4446593,SYT12,22771,23322,23322,ILMN_219798,ILMN_219798,NM_134164.4,NM_134164.4,2418124751,171180
ILMN_1246564,8,28135569,ERLIN2,10091,11669,11669,ILMN_211648,ILMN_211648,NM_153592.1,NM_153592.1,1177266311,244373
ILMN_1246573,,,CALML4,6447,25446,25354,ILMN_212718,ILMN_212718,scl36843.5.19_46,NM_138304.1,0,
ILMN_1246587,5,135540089,DNAJC30,24909,7634,7634,ILMN_184592,ILMN_184592,NM_025362.3,NM_025362.3,829927982,66114
ILMN_1246591,19,10322194,DAGLA,16394,23540,23540,ILMN_208900,ILMN_208900,NM_198114.2,NM_198114.2,2424000352,269060
ILMN_1246596,10,19479657,IL20RA,9468,13934,13934,ILMN_210610,ILMN_210610,NM_172786.2,NM_172786.2,1425058250,237313
ILMN_1246609,2,117105868,RASGRP1,19979,2710,2710,ILMN_208941,ILMN_208941,NM_011246.2,NM_011246.2,314371300,19419
ILMN_1246611,10,41250720,CD164,6791,14078,14078,ILMN_213493,ILMN_213493,NM_016898.2,NM_016898.2,1446829313,53599
ILMN_1246636,12,97285180,1700019M22RIK,567,17579,17579,ILMN_213694,ILMN_213694,NM_027076.2,NM_027076.2,1755040884,69423
ILMN_1246639,5,21316820,SLC26A5,19241,6547,6547,ILMN_215259,ILMN_215259,NM_030727.4,NM_030727.4,715704713,80979
ILMN_1246650,17,45706495,HSP90AB1,12567,22236,22236,ILMN_216468,ILMN_216468,NM_008302.3,NM_008302.3,2273169971,15516
ILMN_1246655,7,29148039,PLEKHG2,18811,9781,9781,ILMN_210871,ILMN_210871,NM_138752.2,NM_138752.2,1025737228,101497
ILMN_1246667,17,56528696,JMJD2B,13182,22404,22404,ILMN_214701,ILMN_214701,NM_172132.1,NM_172132.1,2283992172,193796
ILMN_1246690,3,20141839,CPA3,7759,3693,3693,ILMN_209636,ILMN_209636,NM_007753.1,NM_007753.1,399266829,12873
ILMN_1246691,2,85562165,OLFR1009,16645,2246,2246,ILMN_212217,ILMN_212217,NM_146572.1,NM_146572.1,282827597,258565
ILMN_1246694,11,120650601,DUS1L,233,16999,16999,ILMN_215155,ILMN_215155,NM_026824.4,NM_026824.4,1656392449,68730
ILMN_1246695,7,19942440,CD3EAP,4776,9568,9568,ILMN_216645,ILMN_216645,NM_145822.1,NM_145822.1,1016531629,70333
ILMN_1246701,2,136699836,MKKS,15135,3012,3012,ILMN_217710,ILMN_217710,NM_021527.1,NM_021527.1,333965268,59030
ILMN_1246710,9,109022156,PLXNB1,18856,13685,13685,ILMN_211279,ILMN_211279,NM_172775.1,NM_172775.1,1390484577,235611
ILMN_1246713,13,39036434,SLC35B3,21704,18171,18171,ILMN_210054,ILMN_210054,NM_134060.3,NM_134060.3,1818186668,108652
ILMN_1246720,15,79078650,PICK1,19271,20150,20150,ILMN_212618,ILMN_212618,NM_008837.2,NM_008837.2,2104473002,18693
ILMN_1246723,20,88577579,MAGEB2,14594,24623,24623,ILMN_217721,ILMN_217721,NM_031171.1,NM_031171.1,2563643167,17146
ILMN_1246724,,,ATG7,4478,25203,25553,ILMN_219972,ILMN_219972,NM_028835.3,NM_028835.3,0,74244
ILMN_1246725,16,92112240,MRPS6,15453,21363,21363,ILMN_219726,ILMN_219726,NM_080456.1,NM_080456.1,2221106566,121022
ILMN_1246734,11,3603969,OSBP2,17860,15013,15013,ILMN_221338,ILMN_221338,NM_152818.2,NM_152818.2,1539345817,74309
ILMN_1246740,17,45704534,SLC35B2,21701,22233,22233,ILMN_212793,ILMN_253509,NM_028662.2,NM_028662.2,2273168010,73836
ILMN_1246756,4,34719150,1810030N24RIK,807,5039,5039,ILMN_187855,ILMN_241295,NM_025471.2,NM_025471.2,573448923,66291
ILMN_1246758,10,126532794,OS9,1863,14809,14809,ILMN_220276,ILMN_220276,NM_177614.2,NM_177614.2,1532111387,216440
ILMN_1246761,4,126173996,EIF2C4,9804,5886,5886,ILMN_212960,ILMN_212960,NM_153177.2,NM_153177.2,664903769,76850
ILMN_1246764,20,50597040,FAM122B,1853,24429,24429,ILMN_208910,ILMN_208910,NM_030167.2,NM_030167.2,2525662628,78755
ILMN_1246766,2,121779748,MAGEB3,14598,2812,2812,ILMN_209510,ILMN_209510,NM_008545.2,NM_008545.2,319045180,17147
ILMN_1246789,10,13869892,HIVEP2,12285,13910,13910,ILMN_223497,ILMN_223497,NM_010437.2,NM_010437.2,1419448485,15273
ILMN_1246790,17,15905600,CHD1,7170,21533,21533,ILMN_220074,ILMN_220074,NM_007690.2,NM_007690.2,2243369076,12648
ILMN_1246799,4,45329678,EXOSC3,10185,5167,5167,ILMN_212904,ILMN_212904,NM_025513.3,NM_025513.3,584059451,66362
ILMN_1246800,12,105652409,SERPINA3N,21125,17670,17670,ILMN_222516,ILMN_222516,NM_009252.2,NM_009252.2,1763408113,20716
ILMN_1246807,14,69181934,ADAMDEC1,3724,19407,19407,ILMN_223466,ILMN_223466,NM_021475.2,NM_021475.2,1969276422,58860
ILMN_1246821,14,33752075,E130203B14RIK,9431,18967,18967,ILMN_222204,ILMN_222204,NM_178791.4,NM_178791.4,1933846563,320736
ILMN_1246838,11,40542658,HMMR,12320,15292,15292,ILMN_213595,ILMN_213595,NM_013552.1,NM_013552.1,1576284506,15366
ILMN_1246841,7,20191870,RELB,20151,9581,9581,ILMN_216942,ILMN_216942,NM_009046.2,NM_009046.2,1016781059,19698
ILMN_1246842,2,109566540,BDNF,5864,2629,2629,ILMN_217180,ILMN_217180,NM_007540.4,NM_007540.4,306831972,12064
ILMN_1246846,7,135009077,ZFP668,5583,11143,11143,ILMN_190896,ILMN_253677,NM_146259.3,NM_146259.3,1131598266,244219
ILMN_1246849,12,29451678,TSSC1,24069,17157,17157,ILMN_188980,ILMN_188980,NM_201357.1,NM_201357.1,1687207382,380752
ILMN_1246859,14,70187698,RHOBTB2,20287,19428,19428,ILMN_212382,ILMN_212382,NM_153514.4,NM_153514.4,1970282186,246710
ILMN_1246861,3,95360184,CTSS,8079,4305,4305,ILMN_220433,ILMN_220433,NM_021281.1,NM_021281.1,474485174,13040
ILMN_1246864,14,17407509,RARB,19954,18798,18798,ILMN_195865,ILMN_245586,NM_011243.1,NM_011243.1,1917501997,218772
ILMN_1246873,14,66149788,ELP3,9923,19370,19370,ILMN_220718,ILMN_220718,NM_028811.2,NM_028811.2,1966244276,74195
ILMN_1246903,14,55718628,AP1G2,4404,19207,19207,ILMN_220004,ILMN_220004,NM_007455.2,NM_007455.2,1955813116,11766
ILMN_1246905,2,117108243,RASGRP1,19978,2712,2712,ILMN_208941,ILMN_208941,NM_011246.2,NM_011246.2,314373675,19419
ILMN_1246917,8,89028824,ABCC12,3436,12152,12152,ILMN_221362,ILMN_221362,NM_172912.4,NM_172912.4,1238159566,244562
ILMN_1246951,6,130248735,LOC100038898,13567,9099,9099,ILMN_196715,ILMN_319318,XM_001471682.1,XM_001471682.1,977270887,100038898
ILMN_1246982,7,111198262,OLFR642,17488,10704,10704,ILMN_222902,ILMN_222902,NM_146329.1,NM_146329.1,1107787451,258326
ILMN_1246983,12,75368796,SYT16,22774,17382,17382,ILMN_210848,ILMN_210848,NM_172804.2,NM_172804.2,1733124500,238266
ILMN_1246989,19,12110570,OLFR1423,16999,23606,23606,ILMN_221270,ILMN_221270,NM_146680.1,NM_146680.1,2425788728,258675
ILMN_1246992,18,61290964,A630042L21RIK,3213,23065,23065,ILMN_218647,ILMN_218647,NM_134134.2,NM_134134.2,2384132091,106894
ILMN_1246999,6,108513744,LOC677205,8768,8753,8753,ILMN_212422,ILMN_315133,XR_034818.1,XR_034818.1,955535896,677205
ILMN_1247017,1,89343013,TNRC15,23712,601,601,ILMN_189978,ILMN_244675,NM_146112.3,NM_146112.3,89343013,227331
ILMN_1247019,,,ZFP786,25583,25601,25601,ILMN_222014,ILMN_222014,NM_177882.4,NM_177882.4,0,330301
ILMN_1247027,17,45586408,SPATS1,22222,22225,22225,ILMN_213062,ILMN_213062,NM_027649.2,NM_027649.2,2273049884,71020
ILMN_1247036,16,94605541,TTC3,24097,21391,21391,ILMN_187235,ILMN_187235,NM_009441.2,NM_009441.2,2223599867,22129
ILMN_1247040,8,95512977,SLC6A2,21809,12184,12184,ILMN_216320,ILMN_216320,NM_009209.2,NM_009209.2,1244643719,20538
ILMN_1247048,17,37140076,ZNRD1,25664,22122,22122,ILMN_185442,ILMN_185442,NM_023162.4,NM_023162.4,2264603552,66136
ILMN_1247051,2,89833998,OLFR1261,16855,2441,2441,ILMN_219829,ILMN_219829,NM_146474.1,NM_146474.1,287099430,258466
ILMN_1247053,11,77284183,ANKRD13B,5258,16024,16024,ILMN_209481,ILMN_209481,NM_172945.2,NM_172945.2,1613026031,268445
ILMN_1247058,10,78480948,OLFR1351,16941,14357,14357,ILMN_219777,ILMN_219777,NM_147040.1,NM_147040.1,1484059541,259042
ILMN_1247062,5,111294543,CHEK2,7188,7261,7261,ILMN_213090,ILMN_213090,NM_016681.3,NM_016681.3,805682436,50883
ILMN_1247066,2,103605985,CAPRIN1,11553,2589,2589,ILMN_186066,ILMN_255898,NM_016739.2,NM_016739.2,300871417,53872
ILMN_1247071,17,12841768,SLC22A1,21550,21501,21501,ILMN_220400,ILMN_220400,NM_009202.4,NM_009202.4,2240305244,20517
ILMN_1247078,20,98877597,OGT,16618,24704,24704,ILMN_211022,ILMN_211022,NM_139144.2,NM_139144.2,2573943185,108155
ILMN_1247080,2,139462633,SPTLC3,6159,3020,3020,ILMN_223087,ILMN_223087,NM_175467.3,NM_175467.3,336728065,228677
ILMN_1247099,7,134943409,SETD1A,5396,11140,11140,ILMN_212118,ILMN_212118,NM_178029.3,NM_178029.3,1131532598,233904
ILMN_1247108,6,22238297,WNT16,25025,8038,8038,ILMN_190196,ILMN_190196,NM_053116.3,NM_053116.3,869260449,93735
ILMN_1247110,3,88456085,RXFP4,11570,4065,4065,ILMN_216075,ILMN_216075,NM_181817.1,NM_181817.1,467581075,242093
ILMN_1247117,7,50691021,LIM2,13882,10018,10018,ILMN_209962,ILMN_209962,NM_177693.3,NM_177693.3,1047280210,233187
ILMN_1247118,9,77506706,KLHL31,3027,13415,13415,ILMN_192814,ILMN_216835,NM_172925.2,NM_172925.2,1358969127,244923
ILMN_1247125,11,26307568,FANCL,10297,15198,15198,ILMN_208809,ILMN_208809,NM_025923.2,NM_025923.2,1562049416,67030
ILMN_1247137,6,57905665,V1RC18,24607,8396,8396,ILMN_184815,ILMN_184815,NM_134173.1,NM_134173.1,904927817,171191
ILMN_1247141,2,97471041,LRRC4C,14402,2552,2552,ILMN_222407,ILMN_222407,NM_178725.4,NM_178725.4,294736473,241568
ILMN_1247147,7,35905416,CEBPA,7071,9938,9938,ILMN_193405,ILMN_231653,NM_007678.3,NM_007678.3,1032494605,12606
ILMN_1247155,11,50700886,ZFP454,25468,15405,15405,ILMN_187671,ILMN_187671,NM_172794.2,NM_172794.2,1586442734,237758
ILMN_1247156,1,173155419,APOA2,4489,1206,1206,ILMN_216506,ILMN_216506,NM_013474.1,NM_013474.1,173155419,11807
ILMN_1247158,8,13235907,ADPRHL1,3815,11511,11511,ILMN_209406,ILMN_209406,NM_172750.3,NM_172750.3,1162366649,234072
ILMN_1247173,5,30395113,TYMS,24235,6627,6627,ILMN_186319,ILMN_186319,NM_021288.3,NM_021288.3,724783006,22171
ILMN_1247198,15,100452045,BC004728,5373,20522,20522,ILMN_213110,ILMN_213110,scl0207818.1_83,NM_174992.2,2125846397,
ILMN_1247207,7,117772918,ADM,3799,10910,10910,ILMN_216448,ILMN_216448,NM_009627.1,NM_009627.1,1114362107,11535
ILMN_1247209,5,141090808,LFNG,13822,7811,7811,ILMN_194881,ILMN_194881,scl27048.8_110,,835478701,
ILMN_1247217,20,47080446,OLFR1321,14049,24397,24397,ILMN_198560,ILMN_225316,NM_207631.1,NM_207631.1,2522146034,236785
ILMN_1247220,5,120134427,LOC100047200,22988,7387,7387,ILMN_212973,ILMN_312334,XM_001477632.1,XM_001477632.1,814522320,100047200
ILMN_1247221,6,52496365,HIBADH,12196,8335,8335,ILMN_209476,ILMN_209476,NM_145567.1,NM_145567.1,899518517,58875
ILMN_1247231,7,126909892,ACSM3,20776,10990,10990,ILMN_210904,ILMN_210904,NM_016870.3,NM_016870.3,1123499081,20216
ILMN_1247240,11,102546347,CCDC43,8350,16626,16626,ILMN_220527,ILMN_220527,NM_025918.3,NM_025918.3,1638288195,52715
ILMN_1247242,12,70428670,SDCCAG1,20942,17316,17316,ILMN_210624,ILMN_230242,NM_025441.2,NM_025441.2,1728184374,66244
ILMN_1247245,4,126924827,BC003266,5346,5908,5908,ILMN_216117,ILMN_216117,NM_030252.2,NM_030252.2,665654600,80284
ILMN_1247257,2,57219814,GPD2,11547,2020,2020,ILMN_214592,ILMN_214592,NM_010274.2,NM_010274.2,254485246,14571
ILMN_1247261,12,99442111,GALC,10955,17580,17580,ILMN_210157,ILMN_210157,NM_008079.3,NM_008079.3,1757197815,14420
ILMN_1247267,2,131350642,SMOX,21971,2976,2976,ILMN_209566,ILMN_209566,NM_145533.1,NM_145533.1,328616074,228608
ILMN_1247268,9,63994656,ZWILCH,1084,13292,13292,ILMN_214102,ILMN_214102,NM_026507.3,NM_026507.3,1345457077,68014
ILMN_1247277,20,35547241,ZBTB33,25192,24350,24350,ILMN_189183,ILMN_232021,NM_020256.2,NM_020256.2,2510612829,56805
ILMN_1247278,17,46851436,PEX6,18424,22281,22281,ILMN_209328,ILMN_209328,NM_145488.1,NM_145488.1,2274314912,224824
ILMN_1247295,4,95665412,HOOK1,12381,5454,5454,ILMN_210396,ILMN_210396,NM_030014.2,NM_030014.2,634395185,77963
ILMN_1247302,11,50013446,3010026O09RIK,1726,15386,15386,ILMN_223015,ILMN_223015,NM_026543.2,NM_026543.2,1585755294,68067
ILMN_1247309,11,54078904,IL3,12892,15483,15483,ILMN_217008,ILMN_217008,NM_010556.4,NM_010556.4,1589820752,16187
ILMN_1247312,14,61984074,KPNA3,13606,19325,19325,ILMN_217130,ILMN_217130,NM_008466.3,NM_008466.3,1962078562,16648
ILMN_1247317,3,88117208,CCT3,6774,4035,4035,ILMN_223467,ILMN_223467,NM_009836.1,NM_009836.1,467242198,12462
ILMN_1247335,14,9055411,KCTD6,13367,18763,18763,ILMN_219998,ILMN_219998,NM_027782.1,NM_027782.1,1909149899,71393
ILMN_1247343,6,112279881,LMCD1,13934,8759,8759,ILMN_212658,ILMN_212658,NM_144799.1,NM_144799.1,959302033,30937
ILMN_1247347,2,62312975,GCG,11066,2049,2049,ILMN_211814,ILMN_211814,NM_008100.3,NM_008100.3,259578407,14526
ILMN_1247352,13,94522445,DMGDH,9043,18574,18574,ILMN_223673,ILMN_223673,NM_028772.3,NM_028772.3,1873672679,74129
ILMN_1247357,2,127352277,PROM2,19352,2885,2885,ILMN_214759,ILMN_214759,NM_178047.3,NM_178047.3,324617709,192212
ILMN_1247358,5,137217673,EMID2,9933,7685,7685,ILMN_220878,ILMN_220878,NM_024474.2,NM_024474.2,831605566,140709
